model,language,strategy,file,row_index,question,standard_answer,model_raw_output,parse_error,parse_error_msg,predicted_choice,predicted_reason,predicted_self_judgment,reason_length,is_correct,category
THUDM/GLM-4-9B-0414,zh,few_shot,college_engineering_hydrology.csv,0,水道断面面积包括 ( ),B,"{""choice"": ""D"", ""reason"": ""水道断面面积通常指的是水流通过的实际横截面积，即过水断面面积。"", ""self_judgment"": ""correct""}",False,,D,水道断面面积通常指的是水流通过的实际横截面积，即过水断面面积。,correct,31,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,food_science.csv,2,速冻烹饪食品和蔬菜在解冻时宜采用,B,"{""choice"": ""D"", ""reason"": ""微波解冻能快速且均匀地解冻食品，避免细菌滋生，而沸水和热油解冻会破坏食品的营养和口感。"", ""self_judgment"": ""correct""}",False,,D,微波解冻能快速且均匀地解冻食品，避免细菌滋生，而沸水和热油解冻会破坏食品的营养和口感。,correct,43,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,human_sexuality.csv,1,按需求层次论，排列在最低层次的需要是,B,"{""choice"": ""B"", ""reason"": ""按需求层次论，最低层次的需要是生理需要，即维持生命的基本需求。"", ""self_judgment"": ""correct""}",False,,B,按需求层次论，最低层次的需要是生理需要，即维持生命的基本需求。,correct,31,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,traditional_chinese_medicine.csv,3,肾在液为,A,"{""choice"": ""D"", ""reason"": ""肾的主要功能是产生尿液，尿液是体内的代谢废物排出体外的液体。"", ""self_judgment"": ""correct""}",False,,D,肾的主要功能是产生尿液，尿液是体内的代谢废物排出体外的液体。,correct,30,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,elementary_mathematics.csv,1,"集合A={1，2,3, 4}的真⼦集个数为",D,"{""choice"": ""A"", ""reason"": ""一个集合的真子集个数等于2的集合元素个数次方减1。集合A有4个元素，所以真子集个数为2^4-1=15个。"", ""self_judgment"": ""correct""}",False,,A,一个集合的真子集个数等于2的集合元素个数次方减1。集合A有4个元素，所以真子集个数为2^4-1=15个。,correct,52,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_biology.csv,1,下列生理活动与生物膜无关的是,A,"{""choice"": ""A"", ""reason"": ""tRNA携带氨基酸进入核糖体不涉及生物膜，其他选项都与生物膜相关。"", ""self_judgment"": ""correct""}",False,,A,tRNA携带氨基酸进入核糖体不涉及生物膜，其他选项都与生物膜相关。,correct,33,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,chinese_driving_rule.csv,3,准驾车型为小型汽车的，可以驾驶下列哪种车辆,A,"{""choice"": """", ""reason"": ""无法确定答案，因为没有提供小型汽车驾驶许可的具体范围信息。"", ""self_judgment"": ""incorrect""}",False,,,无法确定答案，因为没有提供小型汽车驾驶许可的具体范围信息。,incorrect,29,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,legal_and_moral_basis.csv,4,在国家法律体系中居于核心地位、具有最高法律效力的是,B,"{""choice"": ""B"", ""reason"": ""宪法在国家法律体系中居于核心地位，具有最高的法律效力。"", ""self_judgment"": ""correct""}",False,,B,宪法在国家法律体系中居于核心地位，具有最高的法律效力。,correct,27,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,chinese_teacher_qualification.csv,2,教师不能满足“授之以鱼”，更要做到“授人以渔”。这强调教学应重视,C,"{""choice"": ""C"", ""reason"": ""授人以渔强调的是教授学习方法和能力，而非仅仅传授知识。"", ""self_judgment"": ""correct""}",False,,C,授人以渔强调的是教授学习方法和能力，而非仅仅传授知识。,correct,27,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,marketing.csv,2,低机会和低威胁的业务属于,B,"{""choice"": ""A"", ""reason"": ""低机会和低威胁的业务通常意味着稳定和可预测，符合理想业务的特点。"", ""self_judgment"": ""correct""}",False,,A,低机会和低威胁的业务通常意味着稳定和可预测，符合理想业务的特点。,correct,32,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,modern_chinese.csv,1,汉语音节是,B,"{""choice"": ""B"", ""reason"": ""汉语音节以元音为主，辅音通常作为声母出现，且数量较少。"", ""self_judgment"": ""correct""}",False,,B,汉语音节以元音为主，辅音通常作为声母出现，且数量较少。,correct,27,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,nutrition.csv,3,蛋白质的消化的开始部位为,D,"{""choice"": ""D"", ""reason"": ""蛋白质消化从胃开始，胃中的胃蛋白酶开始分解蛋白质。"", ""self_judgment"": ""correct""}",False,,D,蛋白质消化从胃开始，胃中的胃蛋白酶开始分解蛋白质。,correct,25,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,ethnology.csv,1,赶年是（）的传统节日,A,"{""choice"": ""A"", ""reason"": ""赶年节是土家族的传统节日，其他民族没有这个名称的节日。"", ""self_judgment"": ""correct""}",False,,A,赶年节是土家族的传统节日，其他民族没有这个名称的节日。,correct,27,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,virology.csv,2,流行病学属于什么范畴,D,"{""choice"": ""D"", ""reason"": ""流行病学主要研究疾病的分布、原因和控制，属于预防医学范畴。"", ""self_judgment"": ""correct""}",False,,D,流行病学主要研究疾病的分布、原因和控制，属于预防医学范畴。,correct,29,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,management.csv,2,控制的目的在于,A,"{""choice"": ""A"", ""reason"": ""控制的目的是确保实际工作与计划保持一致，确保目标的达成。"", ""self_judgment"": ""correct""}",False,,A,控制的目的是确保实际工作与计划保持一致，确保目标的达成。,correct,28,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,business_ethics.csv,2,下列不属于人的基本权利的时,B,"{""choice"": """", ""reason"": """", ""self_judgment"": """"}",False,,,,,0,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,professional_psychology.csv,3,看见一朵玫瑰花并能认识它，这时的心理活动是,D,"{""choice"": ""D"", ""reason"": ""看见玫瑰花并能认识它属于对事物的整体感知和理解，这是知觉的功能。感觉是感觉刺激的基本过程，错觉是感知的扭曲，思维是更高级的认知活动。"", ""self_judgment"": ""correct""}",False,,D,看见玫瑰花并能认识它属于对事物的整体感知和理解，这是知觉的功能。感觉是感觉刺激的基本过程，错觉是感知的扭曲，思维是更高级的认知活动。,correct,66,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_mathematics.csv,1,在等差数列中已知a5=5 ，a20=63则a11+a14=,A,"{""choice"": ""B"", ""reason"": ""等差数列中a5=5, a20=63, 公差d=(a20-a5)/(20-5)=58/15, a11=a5+(11-5)d=5+6*58/15=5+236/15=5+15.7333=20.7333, a14=a5+(14-5)d=5+9*58/15=5+29.0667=34.0667, a11+a14=20.7333+34.0667=54.8, 近似为55, 选项B最接近"", ""self_judgment"": ""incorrect""}",False,,B,"等差数列中a5=5, a20=63, 公差d=(a20-a5)/(20-5)=58/15, a11=a5+(11-5)d=5+6*58/15=5+236/15=5+15.7333=20.7333, a14=a5+(14-5)d=5+9*58/15=5+29.0667=34.0667, a11+a14=20.7333+34.0667=54.8, 近似为55, 选项B最接近",incorrect,186,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,logical.csv,0,下列选项哪一个指的是必定有真假的语确的字符串。,D,"{""choice"": ""D"", ""reason"": ""命题是指能够判断真假的语句，必定有真假。推论、陈述和语句不一定具有真假性。"", ""self_judgment"": ""correct""}",False,,D,命题是指能够判断真假的语句，必定有真假。推论、陈述和语句不一定具有真假性。,correct,37,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,food_science.csv,1,渗毒性强的是,D,"{""choice"": ""A"", ""reason"": ""赭曲霉毒素的渗毒性最强，常用于描述其毒性强弱。"", ""self_judgment"": ""correct""}",False,,A,赭曲霉毒素的渗毒性最强，常用于描述其毒性强弱。,correct,23,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,computer_security.csv,4,信息网络安全的第一个时代,B,"{""choice"": ""B"", ""reason"": ""信息网络安全的发展历程通常分为几个时代，第一个时代是九十年代中叶前，此时网络安全主要关注基本的网络防护和病毒防护。"", ""self_judgment"": ""correct""}",False,,B,信息网络安全的发展历程通常分为几个时代，第一个时代是九十年代中叶前，此时网络安全主要关注基本的网络防护和病毒防护。,correct,57,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,professional_psychology.csv,0,躁狂发作、抑郁发作属于,C,"{""choice"": ""C"", ""reason"": ""躁狂发作和抑郁发作是心境障碍的核心症状，属于这种精神障碍的范畴。"", ""self_judgment"": ""correct""}",False,,C,躁狂发作和抑郁发作是心境障碍的核心症状，属于这种精神障碍的范畴。,correct,32,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,computer_security.csv,3,以下选项中，不属于生物识别方法的是,C,"{""choice"": ""C"", ""reason"": ""个人标记号识别不是生物识别方法，它是通过数字或符号识别身份，而人脸识别、掌纹识别和指纹识别都是利用人体生物特征识别身份的。"", ""self_judgment"": ""correct""}",False,,C,个人标记号识别不是生物识别方法，它是通过数字或符号识别身份，而人脸识别、掌纹识别和指纹识别都是利用人体生物特征识别身份的。,correct,61,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,nutrition.csv,1,鱼类食物中含有较为丰富的无机盐是,C,"{""choice"": ""C"", ""reason"": ""鱼类食物中通常富含钙和碘，钙是鱼类骨骼和牙齿的重要成分，碘对鱼类的甲状腺功能至关重要。"", ""self_judgment"": ""correct""}",False,,C,鱼类食物中通常富含钙和碘，钙是鱼类骨骼和牙齿的重要成分，碘对鱼类的甲状腺功能至关重要。,correct,43,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,security_study.csv,3,《反恐怖主义法》规定共有几章几条,A,"{""choice"": ""A"", ""reason"": ""《反恐怖主义法》共有十章九十七条，故A选项正确"", ""self_judgment"": ""correct""}",False,,A,《反恐怖主义法》共有十章九十七条，故A选项正确,correct,23,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,sociology.csv,0,韦伯认为社会学的研究对象是,C,"{""choice"": ""A"", ""reason"": ""韦伯认为社会学的核心研究对象是社会事实，即社会生活中客观存在的、可观察和测量的现象。"", ""self_judgment"": ""correct""}",False,,A,韦伯认为社会学的核心研究对象是社会事实，即社会生活中客观存在的、可观察和测量的现象。,correct,42,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,elementary_chinese.csv,0,“及时当勉励，岁月不待人”是谁的名句,D,"{""choice"": ""D"", ""reason"": ""这句名句出自陶渊明的《杂诗》，因此答案是D。"", ""self_judgment"": ""correct""}",False,,D,这句名句出自陶渊明的《杂诗》，因此答案是D。,correct,22,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,journalism.csv,2,深度报道是,D,"{""choice"": ""C"", ""reason"": ""深度报道是一种新闻体裁，它通过深入调查和分析来报道新闻事件。"", ""self_judgment"": ""correct""}",False,,C,深度报道是一种新闻体裁，它通过深入调查和分析来报道新闻事件。,correct,30,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,professional_accounting.csv,0,租入固定资产登记簿属于,A,"{""choice"": ""A"", ""reason"": ""租入固定资产登记簿用于记录固定资产的租入情况，属于备查账簿，不直接参与财务报表的编制。"", ""self_judgment"": ""correct""}",False,,A,租入固定资产登记簿用于记录固定资产的租入情况，属于备查账簿，不直接参与财务报表的编制。,correct,43,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,professional_law.csv,1,甲意欲抢劫银行，在去银行途中，因违章乱穿马路，被车撞伤，其处于抢劫的（）形态。,B,"{""choice"": ""B"", ""reason"": ""甲意欲抢劫银行，但在准备阶段因违章乱穿马路被车撞伤，未能着手实施犯罪，属于犯罪预备形态。"", ""self_judgment"": ""correct""}",False,,B,甲意欲抢劫银行，但在准备阶段因违章乱穿马路被车撞伤，未能着手实施犯罪，属于犯罪预备形态。,correct,44,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,world_religions.csv,4,获得的觉是自觉、觉他的是,D,"{""choice"": ""D"", ""reason"": ""觉他指的是对他人觉悟的慈悲和帮助，这是菩萨的特质。"", ""self_judgment"": ""correct""}",False,,D,觉他指的是对他人觉悟的慈悲和帮助，这是菩萨的特质。,correct,25,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,international_law.csv,2,依大陆法，由于本人的意思而产生的代理为,A,"{""choice"": ""A"", ""reason"": ""依大陆法，由于本人的意思而产生的代理为意定代理。法定代理和指定代理均非基于本人意思产生。"", ""self_judgment"": ""correct""}",False,,A,依大陆法，由于本人的意思而产生的代理为意定代理。法定代理和指定代理均非基于本人意思产生。,correct,44,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_mathematics.csv,4,若直线x+y+m=0与圆x^2+y^2=m相切，则m=,C,"{""choice"": ""C"", ""reason"": ""直线x+y+m=0与圆x^2+y^2=m相切，圆心(0,0)到直线的距离等于圆的半径sqrt(m)，即|0+0+m|/sqrt(1^2+1^2)=sqrt(m)，解得m=2。"", ""self_judgment"": ""correct""}",False,,C,"直线x+y+m=0与圆x^2+y^2=m相切，圆心(0,0)到直线的距离等于圆的半径sqrt(m)，即|0+0+m|/sqrt(1^2+1^2)=sqrt(m)，解得m=2。",correct,87,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,ethnology.csv,0,我国共有多少个少数民族,C,"{""choice"": ""C"", ""reason"": ""我国共有55个少数民族，这是官方统计数据。"", ""self_judgment"": ""correct""}",False,,C,我国共有55个少数民族，这是官方统计数据。,correct,21,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,management.csv,1,人们从两个或两个以上备选行动方案中做出选择的管理环节是,D,"{""choice"": ""D"", ""reason"": ""决策是指从多个备选方案中选择一个的过程，符合问题描述。"", ""self_judgment"": ""correct""}",False,,D,决策是指从多个备选方案中选择一个的过程，符合问题描述。,correct,27,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,sports_science.csv,2,屈膝关节的肌不包括,D,"{""choice"": ""C"", ""reason"": ""股二头肌是伸膝关节的肌，不是屈膝关节的肌。"", ""self_judgment"": ""correct""}",False,,C,股二头肌是伸膝关节的肌，不是屈膝关节的肌。,correct,21,False,L
THUDM/GLM-4-9B-0414,zh,few_shot,jurisprudence.csv,2,普通法与衡平法的划分出现在,A,"{""choice"": ""A"", ""reason"": ""普通法与衡平法的划分是英美法系的一个典型特征，两者共同构成了英美法系的法律体系。"", ""self_judgment"": ""correct""}",False,,A,普通法与衡平法的划分是英美法系的一个典型特征，两者共同构成了英美法系的法律体系。,correct,40,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,electrical_engineering.csv,4,硅钢片中含硅量愈高，其可塑性就,A,"{""choice"": ""A"", ""reason"": ""硅钢片中的硅含量越高，其硬度和脆性增加，导致可塑性降低。"", ""self_judgment"": ""correct""}",False,,A,硅钢片中的硅含量越高，其硬度和脆性增加，导致可塑性降低。,correct,28,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,journalism.csv,4,信息表现形式有语言、符号和,A,"{""choice"": ""A"", ""reason"": ""信息表现形式除了语言、符号外，常见的还有图像，如图片、图表等。声音也是一种信息表现形式，但通常与语言结合使用。雕塑和文字虽然也是信息载体，但不如图像和声音普遍。"", ""self_judgment"": ""correct""}",False,,A,信息表现形式除了语言、符号外，常见的还有图像，如图片、图表等。声音也是一种信息表现形式，但通常与语言结合使用。雕塑和文字虽然也是信息载体，但不如图像和声音普遍。,correct,80,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,college_medicine.csv,0,胃蠕动开始的部位是在,A,"{""choice"": ""B"", ""reason"": ""胃蠕动通常从胃底部开始，但胃贲门部是胃与食道连接处，是蠕动开始的重要部位。"", ""self_judgment"": ""correct""}",False,,B,胃蠕动通常从胃底部开始，但胃贲门部是胃与食道连接处，是蠕动开始的重要部位。,correct,37,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,arts.csv,1,审美的客体是,B,"{""choice"": ""B"", ""reason"": ""美的客体通常指能够引发审美感受的对象，艺术作品是典型的审美客体。艺术家是创造者，鉴赏者是体验者，艺术受众是更广泛的概念，不特指审美客体本身。"", ""self_judgment"": ""correct""}",False,,B,美的客体通常指能够引发审美感受的对象，艺术作品是典型的审美客体。艺术家是创造者，鉴赏者是体验者，艺术受众是更广泛的概念，不特指审美客体本身。,correct,70,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,college_medicine.csv,3,在糖的有氧化过程，有几次底物水平磷酸化,A,"{""choice"": ""D"", ""reason"": ""糖的有氧化过程中，底物水平磷酸化发生两次：一次在糖酵解过程中，1,3-二磷酸甘油酸转化为3-磷酸甘油酸；另一次在磷酸戊糖途径中，6-磷酸果糖转化为1,6-二磷酸果糖。"", ""self_judgment"": ""correct""}",False,,D,"糖的有氧化过程中，底物水平磷酸化发生两次：一次在糖酵解过程中，1,3-二磷酸甘油酸转化为3-磷酸甘油酸；另一次在磷酸戊糖途径中，6-磷酸果糖转化为1,6-二磷酸果糖。",correct,83,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,professional_law.csv,2,对累犯从重处罚的刑罚制度，体现了我国刑法的,D,"{""choice"": ""D"", ""reason"": ""对累犯从重处罚体现了根据犯罪人的犯罪性质、情节和危害程度来决定刑罚轻重，即罪责刑相适应原则。"", ""self_judgment"": ""correct""}",False,,D,对累犯从重处罚体现了根据犯罪人的犯罪性质、情节和危害程度来决定刑罚轻重，即罪责刑相适应原则。,correct,46,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,college_engineering_hydrology.csv,3,用浮标法测流，断面流量等于断面徐流量再乘以(),C,"{""choice"": ""C"", ""reason"": ""浮标法测流中，断面流量等于断面流速再乘以浮标系数。"", ""self_judgment"": ""correct""}",False,,C,浮标法测流中，断面流量等于断面流速再乘以浮标系数。,correct,25,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,journalism.csv,0,据事说理的方法有,A,"{""choice"": """", ""reason"": """", ""self_judgment"": """"}",False,,,,,0,False,L
THUDM/GLM-4-9B-0414,zh,few_shot,security_study.csv,4,世界军事领域的竞争，说究竟是()的竞争。,C,"{""choice"": ""D"", ""reason"": ""世界军事领域的竞争涉及科技、经济实力和人才等多个方面，综合国力是这些因素的综合体现，因此选择综合国力更全面。"", ""self_judgment"": ""correct""}",False,,D,世界军事领域的竞争涉及科技、经济实力和人才等多个方面，综合国力是这些因素的综合体现，因此选择综合国力更全面。,correct,54,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,logical.csv,4,支持谬误的情形不包括,D,"{""choice"": ""B"", ""reason"": ""支持谬误的情形通常指在论证中出现的错误，如合成谬误、分解谬误和偷换论题。演绎无效通常指逻辑推理过程中的错误，但不一定是支持谬误的情形。"", ""self_judgment"": ""incorrect""}",False,,B,支持谬误的情形通常指在论证中出现的错误，如合成谬误、分解谬误和偷换论题。演绎无效通常指逻辑推理过程中的错误，但不一定是支持谬误的情形。,incorrect,67,False,L
THUDM/GLM-4-9B-0414,zh,few_shot,professional_law.csv,3,下列选项中，属于处分行为的是,B,"{""choice"": ""B"", ""reason"": ""抛弃所有权的行为是处分行为，因为它直接导致财产权利的消灭。"", ""self_judgment"": ""correct""}",False,,B,抛弃所有权的行为是处分行为，因为它直接导致财产权利的消灭。,correct,29,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,construction_project_management.csv,2,下列水泵中、可以连续给液体施加能量的是,B,"{""choice"": ""A"", ""reason"": ""活塞泵可以通过连续往复运动持续将液体吸入并排出，从而连续施加能量。"", ""self_judgment"": ""correct""}",False,,A,活塞泵可以通过连续往复运动持续将液体吸入并排出，从而连续施加能量。,correct,33,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_chemistry.csv,0,分子式为C4H8Cl2的同分异构体有(不考虑立体异构),C,"{""choice"": ""C"", ""reason"": ""C4H8Cl2可以看作C4H10中两个氢被两个氯替代，C4H10有正丁烷和异丁烷两种结构，每种结构有1种和2种一氯代物，分别替代正丁烷的1个氢和异丁烷的1个氢，得到C4H9Cl2，再替代剩下的一个氢，正丁烷的一氯代物有3种，异丁烷的一氯代物有2种，所以C4H9Cl2有3*1+2*2=7种，再替代剩下的一个氢，得到C4H8Cl2，有7*2=14种，但需要剔除重复的，实际上有9种同分异构体。"", ""self_judgment"": ""correct""}",False,,C,C4H8Cl2可以看作C4H10中两个氢被两个氯替代，C4H10有正丁烷和异丁烷两种结构，每种结构有1种和2种一氯代物，分别替代正丁烷的1个氢和异丁烷的1个氢，得到C4H9Cl2，再替代剩下的一个氢，正丁烷的一氯代物有3种，异丁烷的一氯代物有2种，所以C4H9Cl2有3*1+2*2=7种，再替代剩下的一个氢，得到C4H8Cl2，有7*2=14种，但需要剔除重复的，实际上有9种同分异构体。,correct,195,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,college_law.csv,2,下列行为如满足规定条件，应认定为伪造货币罪的是,D,"{""choice"": ""D"", ""reason"": ""伪造货币罪是指非法制造、变造货币的行为。选项D中的行为是用黄金铸造流通的纪念金币，属于非法制造货币的行为，符合伪造货币罪的构成要件。"", ""self_judgment"": ""correct""}",False,,D,伪造货币罪是指非法制造、变造货币的行为。选项D中的行为是用黄金铸造流通的纪念金币，属于非法制造货币的行为，符合伪造货币罪的构成要件。,correct,66,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,elementary_mathematics.csv,2,当X=[ ]时，5X-9=51,C,"{""choice"": ""B"", ""reason"": ""解方程 5X - 9 = 51，首先加 9 得到 5X = 60，然后除以 5 得到 X = 12，但选项中没有 12，只有 8.4 接近，但计算错误，应选择无法确定，但根据选项 B 最接近"", ""self_judgment"": ""incorrect""}",False,,B,解方程 5X - 9 = 51，首先加 9 得到 5X = 60，然后除以 5 得到 X = 12，但选项中没有 12，只有 8.4 接近，但计算错误，应选择无法确定，但根据选项 B 最接近,incorrect,95,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,sports_science.csv,1,不是急性损伤前期处理原则是,B,"{""choice"": ""C"", ""reason"": ""不是急性损伤前期处理原则是制动，因为制动可以减少受伤部位的活动，防止损伤加重。"", ""self_judgment"": ""correct""}",False,,C,不是急性损伤前期处理原则是制动，因为制动可以减少受伤部位的活动，防止损伤加重。,correct,39,False,C
THUDM/GLM-4-9B-0414,zh,few_shot,chinese_foreign_policy.csv,2,以下哪个是是国家关系发展的必然结果和客观趋势?,D,"{""choice"": ""D"", ""reason"": ""世界格局多极化是国家关系发展的必然结果和客观趋势，反映了国际力量对比的多样化和平衡化。"", ""self_judgment"": ""correct""}",False,,D,世界格局多极化是国家关系发展的必然结果和客观趋势，反映了国际力量对比的多样化和平衡化。,correct,43,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,college_mathematics.csv,1,函数 $f(x)=\frac{x-x^3}{\sin \pi x}$ 的可去间断点个数为.,C,"{""choice"": ""C"", ""reason"": ""分子为x-x^3，分母为sinπx，当x为整数时，分母为0，但分子也为0，可能为可去间断点。检查x=0,1,2,3,4,5,...，发现x=0,1,2为可去间断点，共3个。"", ""self_judgment"": ""correct""}",False,,C,"分子为x-x^3，分母为sinπx，当x为整数时，分母为0，但分子也为0，可能为可去间断点。检查x=0,1,2,3,4,5,...，发现x=0,1,2为可去间断点，共3个。",correct,86,True,Q
THUDM/GLM-4-9B-0414,zh,few_shot,construction_project_management.csv,3,路面沥青层渗水系数宜在什么时间进行测定,A,"{""choice"": ""C"", ""reason"": ""路面沥青层渗水系数应在碾压成型后测定，因为此时沥青层已经成型且稳定，可以准确测定其渗水性能。"", ""self_judgment"": ""correct""}",False,,C,路面沥青层渗水系数应在碾压成型后测定，因为此时沥青层已经成型且稳定，可以准确测定其渗水性能。,correct,46,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,economics.csv,0,根据消费函数，随着收入增长，消费将,B,"{""choice"": ""B"", ""reason"": ""根据消费函数，随着收入增长，边际消费倾向（MPC）通常小于1，因此消费增长占收入增长的份额会变小。"", ""self_judgment"": ""correct""}",False,,B,根据消费函数，随着收入增长，边际消费倾向（MPC）通常小于1，因此消费增长占收入增长的份额会变小。,correct,49,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,elementary_mathematics.csv,4,做⼀个圆柱形通⻛管要⽤多少铁⽪是求,D,"{""choice"": ""A"", ""reason"": ""制作圆柱形通风管只需要铁皮，即圆柱的外表面积，不需要考虑底部或内部体积。"", ""self_judgment"": ""correct""}",False,,A,制作圆柱形通风管只需要铁皮，即圆柱的外表面积，不需要考虑底部或内部体积。,correct,36,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,professional_accounting.csv,2,在财政会计中，“在途款”账户的性质是,A,"{""choice"": ""A"", ""reason"": ""在途款指的是已经支付但尚未到达或使用的款项，在会计上被视为一种资产，因为它代表了未来经济利益的权利。"", ""self_judgment"": ""correct""}",False,,A,在途款指的是已经支付但尚未到达或使用的款项，在会计上被视为一种资产，因为它代表了未来经济利益的权利。,correct,50,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_politics.csv,3,随着市场经济的进一步发展，我国企业越来越重视对知识产权、商标的申请和保护。这一现象主要体现了市场经济的,D,"{""choice"": ""C"", ""reason"": ""市场经济竞争激烈，企业通过申请和保护知识产权、商标来增强竞争力，防止被模仿或抄袭。"", ""self_judgment"": ""correct""}",False,,C,市场经济竞争激烈，企业通过申请和保护知识产权、商标来增强竞争力，防止被模仿或抄袭。,correct,41,False,L
THUDM/GLM-4-9B-0414,zh,few_shot,professional_medicine.csv,1,麻醉平面达脐部时，相对应的脊神经节段是,C,"{""choice"": ""C"", ""reason"": ""麻醉平面达脐部通常对应T10节段水平。"", ""self_judgment"": ""correct""}",False,,C,麻醉平面达脐部通常对应T10节段水平。,correct,19,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,professional_law.csv,4,行为人欲杀甲而向甲开枪，结果既杀死甲又伤害了乙，这属于,A,"{""choice"": ""A"", ""reason"": ""行为人只有一个杀人故意，但导致了两个不同的结果，符合想象竞合犯的特征。"", ""self_judgment"": ""correct""}",False,,A,行为人只有一个杀人故意，但导致了两个不同的结果，符合想象竞合犯的特征。,correct,35,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,elementary_mathematics.csv,3,下⾯的数与0最接近的⼀个数是,A,"{""choice"": ""D"", ""reason"": ""0 与 -1 的差是 1，与 -5 的差是 5，与 +5 的差是 5，与 +2 的差是 2，所以 +2 最接近 0。"", ""self_judgment"": ""correct""}",False,,D,0 与 -1 的差是 1，与 -5 的差是 5，与 +5 的差是 5，与 +2 的差是 2，所以 +2 最接近 0。,correct,58,False,Q
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_politics.csv,4,广东省肇庆市端州区罗某利用信用卡恶意透支2.78万元，2010年5月被警方拘留。这说明,C,"{""choice"": ""C"", ""reason"": ""罗某恶意透支信用卡被拘留，说明使用信用卡需要守信，自觉维护信用安全。"", ""self_judgment"": ""correct""}",False,,C,罗某恶意透支信用卡被拘留，说明使用信用卡需要守信，自觉维护信用安全。,correct,34,True,L
THUDM/GLM-4-9B-0414,zh,few_shot,construction_project_management.csv,4,悬臂式和锚定式挡土墙属于,B,"{""choice"": ""B"", ""reason"": ""悬臂式和锚定式挡土墙通过桩或墙结构来抵抗土压力，属于桩、墙式挡土墙。"", ""self_judgment"": ""correct""}",False,,B,悬臂式和锚定式挡土墙通过桩或墙结构来抵抗土压力，属于桩、墙式挡土墙。,correct,34,True,C
THUDM/GLM-4-9B-0414,zh,few_shot,high_school_geography.csv,3,我国⽔资源的空间分布特点是,A,"{""choice"": ""A"", ""reason"": ""我国水资源分布不均，总体来看东南沿海地区水资源丰富，而西北内陆地区水资源匮乏。"", ""self_judgment"": ""correct""}",False,,A,我国水资源分布不均，总体来看东南沿海地区水资源丰富，而西北内陆地区水资源匮乏。,correct,39,True,C
